RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	10217126	10532560	13.885992	11.618231	13:53:10N	11:37:06E	32PQA8297136670	ND32-12	L	AREA		NG	02				N				TCHIDINGOURBAYBE	Tchidi Ngourbaybé	Tchidi Ngourbaybe	TCHIDINGOURBAYBE	Tchidi Ngourbaybé	Tchidi Ngourbaybe		2008-06-26	1,2,3,4	1			2008-06-26		
3	10209504	10521004	14.154188	12.500963	14:09:15N	12:30:03E	33PTR3023266218	ND33-05	L	LCTY		NG	02				N				KARO	Karo	Karo	KARO	Karo	Karo		2008-06-27	1,2,3,4	1			2008-06-19		
3	10213063	10526487	14.120246	12.924089	14:07:13N	12:55:27E	33PTR7589462016	ND33-05	L	LCTY		NG	02				N				MARAMDARMAN	Maram Darman	Maram Darman	MARAMDARMAN	Maram Darman	Maram Darman		2008-06-23	1,2,3,4	1			2008-06-23		
3	10211265	10523772	14.648556	12.544192	14:38:55N	12:32:39E	33PTS3548520890	ND33-05	L	LCTY		NG	02				N				NGUELZANGUINA	Nguèl Zanguina	Nguel Zanguina	NGUELZANGUINA	Nguèl Zanguina	Nguel Zanguina		2008-06-23	1,2,3,4	1			2008-06-23		
3	10212992	10526416	14.263997	12.765631	14:15:50N	12:45:56E	33PTR5893378082	ND33-05	L	LCTY		NG	02				N				NGUELDILAROU	Nguèl Dilarou	Nguel Dilarou	NGUELDILAROU	Nguèl Dilarou	Nguel Dilarou		2008-06-23	1,2,3,4	1			2008-06-23		
3	10213043	10526467	14.89779	12.816422	14:53:52N	12:48:59E	33PTS6508848172	ND33-05	L	LCTY		NG	02				N				NGABADIAM	Nga Badiam	Nga Badiam	NGABADIAM	Nga Badiam	Nga Badiam		2008-06-23	1,2,3,4	1			2008-06-23		
3	10212291	10525687	14.201447	12.650667	14:12:05N	12:39:02E	33PTR4645371281	ND33-05	L	LCTY		NG	02				N				GUIDJIGAO	Guidji Gao	Guidji Gao	GUIDJIGAO	Guidji Gao	Guidji Gao		2008-06-27	1,2,3,4	1			2008-06-23		
3	10213045	10526469	14.927438	12.79286	14:55:39N	12:47:34E	33PTS6258551479	ND33-05	L	LCTY		NG	02				N				NGANAMARE	Nga Namaré	Nga Namare	NGANAMARE	Nga Namaré	Nga Namare		2008-06-23	1,2,3,4	1			2008-06-23		
3	10211286	10523795	14.352862	12.535922	14:21:10N	12:32:09E	33PTR3424188169	ND33-05	L	LCTY		NG	02				N				NGUELSADI	Nguèl Sadi	Nguel Sadi	NGUELSADI	Nguèl Sadi	Nguel Sadi		2008-06-23	1,2,3,4	1			2008-06-23		
3	10212977	10526401	14.556571	12.773433	14:33:24N	12:46:24E	33PTS6008810454	ND33-05	L	LCTY		NG	02				N				BABOULOUA	Babouloua	Babouloua	BABOULOUA	Babouloua	Babouloua		2008-06-23	1,2,3,4	1			2008-06-23		
1	10213669	10527102	14.003945	4.885097	14:00:14N	4:53:06E	31PGR0360248973	ND31-08	L	LCTY		NG	06				N				KARANKABEY	Karankabèy	Karankabey	KARANKABEY	Karankabèy	Karankabey		2008-06-24	1,2,3,4	1			2008-06-24		
1	10213672	10527105	14.001517	4.946488	14:00:05N	4:56:47E	31PGR1023748758	ND31-08	L	LCTY		NG	06				N				ZATALI	Zatali	Zatali	ZATALI	Zatali	Zatali		2008-06-24	1,2,3,4	1			2008-06-24		
1	10213538	10526971	14.398184	4.576433	14:23:53N	4:34:35E	31PFR6996292346	ND31-08	L	LCTY		NG	06				N				DAMBAROU	Dambarou	Dambarou	DAMBAROU	Dambarou	Dambarou		2008-06-24	1,2,3,4	1			2008-06-24		
1	10213668	10527101	14.01418	4.867841	14:00:51N	4:52:04E	31PGR0172950091	ND31-08	L	LCTY		NG	06				N				CHAGELA	Chagéla	Chagela	CHAGELA	Chagéla	Chagela		2008-06-24	1,2,3,4	1			2008-06-24		
3	10217114	10532534	13.693761	11.532698	13:41:38N	11:31:58E	32PQA7394615292	ND32-12	L	RESF		NG	02				N			Forêt Classée	FORETCLASSEEDELOLOUNE	Forêt Classée de Lolouné	Foret Classee de Loloune	LOLOUNE FORETCLASSEEDE	Lolouné, Forêt Classée de	Loloune, Foret Classee de		2008-06-26	1,2,3,4	1			2008-06-26		
3	-1086018	-1610441	15.833333	8.2	15:50:00N	8:12:00E	32PMC1433450663	ND32-02	L	RGN		NG	00				V				TAGAMA	Tagama	Tagama	TAGAMA	Tagama	Tagama		1997-03-07	1,2,3,4,5,6,7,8,9				1997-03-07		
3	-1086018	254037	15.833333	8.2	15:50:00N	8:12:00E	32PMC1433450663	ND32-02	L	RGN		NG	00				N				TEGAMA	Tégama	Tegama	TEGAMA	Tégama	Tegama		1997-03-07	1,2,3,4,5,6,7,8,9	1			1997-03-07		
3	6331310	6542865	17.086111	7.601667	17:05:10N	7:36:06E	32QLD5121389615	NE32-10	L	LCTY		NG	01				N				INAGAN	I-n-Agan	I-n-Agan	INAGAN	I-n-Agan	I-n-Agan		2006-10-03	1,2,3,4	1			1993-09-01		
3	6329977	6541346	16.126944	7.920278	16:07:37N	7:55:13E	32QLC8454683279	NE32-14	L	LCTY		NG	01				N				ANOUSOUR	Anousour	Anousour	ANOUSOUR	Anousour	Anousour		2006-09-15	1,2,3,4	1			1993-09-01		
3	6314888	6484037	16.117222	6.253056	16:07:02N	6:15:11E	32QKC0617683858	NE32-13	L	LCTY		NG	06				N				TADIS	Tadis	Tadis	TADIS	Tadis	Tadis		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314219	6457396	16.883611	4.125278	16:53:01N	4:07:31E	31QFU1985867021	NE31-15	L	LCTY		NG	06				N				TASSAGALMAS	Tassagalmas	Tassagalmas	TASSAGALMAS	Tassagalmas	Tassagalmas		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314159	6457334	16.15	4.628056	16:09:00N	4:37:41E	31QFT7407886216	NE31-16	L	LCTY		NG	06				N				INIZARACHOUTENE	I-n-Izarachoutene	I-n-Izarachoutene	INIZARACHOUTENE	I-n-Izarachoutene	I-n-Izarachoutene		2006-06-22	1,2,3,4	1			1993-09-01		
3	6329955	6541324	16.396944	7.656389	16:23:49N	7:39:23E	32QLD5652113319	NE32-14	L	LCTY		NG	01				N				IBOUCHA	Iboucha	Iboucha	IBOUCHA	Iboucha	Iboucha		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329877	6541246	16.985556	7.746667	16:59:08N	7:44:48E	32QLD6657278384	NE32-14	L	LCTY		NG	01				N				TCHINADALENE	Tchi-n-Adalene	Tchi-n-Adalene	TCHINADALENE	Tchi-n-Adalene	Tchi-n-Adalene		2006-09-15	1,2	1			1993-09-01		
3	6409036	6746054	17.071111	8.757778	17:04:16N	8:45:28E	32QMD7422787438	NE32-10	L	LCTY		NG	01				N				AGUESSIS	Aguéssis	Aguessis	AGUESSIS	Aguéssis	Aguessis		2007-04-27	1,2,3,4	1			2007-04-27		
3	6315568	6487787	17.059722	5.123889	17:03:35N	5:07:26E	31QGU2604587391	NE31-12	L	RGN		NG	06				N				AZERER	Azérèr	Azerer	AZERER	Azérèr	Azerer		2006-06-30	1,2,3,4	1			1993-09-01		
3	6330197	6541620	17.073056	6.7925	17:04:23N	6:47:33E	32QKD6506988966	NE32-09	L	LCTY		NG	01				N				TCHINDALEN	Tchin-Dalén	Tchin-Dalen	TCHINDALEN	Tchin-Dalén	Tchin-Dalen		2006-09-19	1,2,3,4	1			1993-09-01		
3	6331319	6542877	17.1925	7.469167	17:11:33N	7:28:09E	32QLE3720401493	NE32-09	L	RGN		NG	01				N				INTEKENIT	I-n-Tekenit	I-n-Tekenit	INTEKENIT	I-n-Tekenit	I-n-Tekenit		2006-10-03	1,2	1			1993-09-01		
3	6331345	6542903	17.060833	7.183889	17:03:39N	7:11:02E	32QLD0672387184	NE32-09	L	LCTY		NG	01				N				TCHIKANJADENE	Tchikanjadene	Tchikanjadene	TCHIKANJADENE	Tchikanjadene	Tchikanjadene		2006-10-03	1,2	1			1993-09-01		
3	6314408	6483286	18.179167	5.082778	18:10:45N	5:04:58E	31QGA2030411258	NE31-08	L	RGN		NG	01				N				TISSAMARHATINE	Tissamarhatine	Tissamarhatine	TISSAMARHATINE	Tissamarhatine	Tissamarhatine		2006-06-27	1,2,3	1			1993-09-01		
3	6331293	6542846	17.620833	7.433333	17:37:15N	7:26:00E	32QLE3378148925	NE32-09	L	LCTY		NG	01				N				FADAMA	Fadama	Fadama	FADAMA	Fadama	Fadama		2006-10-03	1,2,3,4	1			1993-09-01		
3	-1079184	-1601172	13.7	9	13:42:00N	9:00:00E	32PNA0000014548	ND32-11	L	RGN		NG	07				V				DAMAGARIM	Damagarim	Damagarim	DAMAGARIM	Damagarim	Damagarim		1997-03-07	1,2,3,4,5,6,7,8,9				1997-03-07		
3	-1079184	-1601171	13.7	9	13:42:00N	9:00:00E	32PNA0000014548	ND32-11	L	RGN		NG	07				N				DAMAGARAM	Damagaram	Damagaram	DAMAGARAM	Damagaram	Damagaram		1997-03-07	1,2,3,4,5,6,7,8,9	1			1997-03-07		
3	203191	253766	13.133333	3	13:08:00N	3:00:00E	31PEQ0000051881	ND31-11	L	LCTY		NG	03				N				BOBOYE	Boboye	Boboye	BOBOYE	Boboye	Boboye		1997-03-07	1,2,3,4,5,6,7,8,9	1			1997-03-07		
3	6315658	6487880	17.077222	5.711111	17:04:38N	5:42:40E	31QGU8855190104	NE31-12	L	LCTY		NG	06				N				RABA	Raba	Raba	RABA	Raba	Raba		2006-06-30	1,2,3,4	1			1993-09-01		
3	6331335	6542893	17.156389	7.243889	17:09:23N	7:14:38E	32QLD1320597700	NE32-09	L	LCTY		NG	01				N				TEKNEOUINE	Têknéouîne	Tekneouine	TEKNEOUINE	Têknéouîne	Tekneouine		2006-10-03	1,2	1			1993-09-01		
3	6314885	6484034	16.126667	6.511944	16:07:36N	6:30:43E	32QKC3389684552	NE32-13	L	LCTY		NG	06				N				TAREST	Tarest	Tarest	TAREST	Tarest	Tarest		2006-06-27	1,2,3,4	1			1993-09-01		
3	6331297	6542850	17.366111	7.136944	17:21:58N	7:08:13E	32QLE0205021018	NE32-09	L	LCTY		NG	01				N				MBOURAREN	Mbourarén	Mbouraren	MBOURAREN	Mbourarén	Mbouraren		2006-10-03	1,2,3,4	1			1993-09-01		
3	6315574	6487794	17.925556	5.329167	17:55:32N	5:19:45E	31QGV4673083494	NE31-12	L	LCTY		NG	01				N				INELKOUNFA	I-n-el Kounfa	I-n-el Kounfa	INELKOUNFA	I-n-el Kounfa	I-n-el Kounfa		2006-06-30	1,2,3,4	1			1993-09-01		
3	6314038	6445624	18.691111	7.735	18:41:28N	7:44:06E	32QLF6660667122	NE32-06	L	LCTY		NG	01				N				INDOURDOUR	In Dourdour	In Dourdour	INDOURDOUR	In Dourdour	In Dourdour		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314245	6457422	16.605556	4.658611	16:36:20N	4:39:31E	31QFU7693436653	NE31-16	L	RGN		NG	06				N				INNEBEIKA	I-n-Nebeïka	I-n-Nebeika	INNEBEIKA	I-n-Nebeïka	I-n-Nebeika		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314199	6457376	16.787222	4.725	16:47:14N	4:43:30E	31QFU8384456816	NE31-16	L	RGN		NG	06				N				RAKARNBAGAOUENE	Rakar-n-Bagaouene	Rakar-n-Bagaouene	RAKARNBAGAOUENE	Rakar-n-Bagaouene	Rakar-n-Bagaouene		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314405	6483283	18.549444	5.577778	18:32:58N	5:34:40E	31QGA7210652924	NE31-08	L	LCTY		NG	01				N				ARHLALNABEBOU	Arhlal Nabebou	Arhlal Nabebou	ARHLALNABEBOU	Arhlal Nabebou	Arhlal Nabebou		2006-06-27	1,2,3	1			1993-09-01		
3	6314419	6483304	18.3075	5.413333	18:18:27N	5:24:48E	31QGA5509625895	NE31-08	L	RGN		NG	01				N				MAKOR	Makor	Makor	MAKOR	Makor	Makor		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314910	6484059	16.595556	6.798333	16:35:44N	6:47:54E	32QKD6510236104	NE32-13	L	LCTY		NG	01				N				ASESA	Asésa	Asesa	ASESA	Asésa	Asesa		2006-06-27	1,2,3,4	1			1993-09-01		
3	6373601	6599867	18.159444	8.198889	18:09:34N	8:11:56E	32QMF1526708011	NE32-06	L	AREA		NG	01				N				INTOBERMENE	I-n-Tobermene	I-n-Tobermene	INTOBERMENE	I-n-Tobermene	I-n-Tobermene		2007-01-17	1,2,3,4	1			1993-09-01		
3	6329938	6541307	16.613611	7.209444	16:36:49N	7:12:34E	32QLD0899537665	NE32-13	L	LCTY		NG	01				N				TABZAGOR	Tabzagor	Tabzagor	TABZAGOR	Tabzagor	Tabzagor		2006-09-15	1,2,3,4	1			1993-09-01		
3	6334971	6547761	16.251111	5.883611	16:15:04N	5:53:01E	31QHT0824498884	NE31-16	L	LCTY		NG	06				N				AZEBREIS	Azébréis	Azebreis	AZEBREIS	Azébréis	Azebreis		2006-11-06	1,2,3,4	1			1993-09-01		
3	6373451	6599717	18.505833	8.522222	18:30:21N	8:31:20E	32QMF4956746217	NE32-06	L	AREA		NG	01				N				TESSANAOUIDET	Téssa-n-Aouidet	Tessa-n-Aouidet	TESSANAOUIDET	Téssa-n-Aouidet	Tessa-n-Aouidet		2007-01-17	1,2,3,4	1			1993-09-01		
3	6373249	6599515	18.699444	8.258611	18:41:58N	8:15:31E	32QMF2182867734	NE32-06	L	AREA		NG	01				N				AGUELLAL	Aguellal	Aguellal	AGUELLAL	Aguellal	Aguellal		2007-01-17	1,2,3,4	1			1993-09-01		
3	6330196	6541619	17.129722	6.836111	17:07:47N	6:50:10E	32QKD6978295187	NE32-09	L	AREA		NG	01				N				INTARBAKHAN	I-n-Tarbakhan	I-n-Tarbakhan	INTARBAKHAN	I-n-Tarbakhan	I-n-Tarbakhan		2006-09-19	1,2,3	1			1993-09-01		
3	6373414	6599680	18.513333	8.936111	18:30:48N	8:56:10E	32QMF9325646981	NE32-06	L	AREA		NG	01				N				TOUZALEI	Touzaleï	Touzalei	TOUZALEI	Touzaleï	Touzalei		2007-01-17	1,2,3,4	1			1993-09-01		
3	6329956	6541325	16.394167	7.725	16:23:39N	7:43:30E	32QLD6384712964	NE32-14	L	LCTY		NG	01				N				TADEBER	Tadébér	Tadeber	TADEBER	Tadébér	Tadeber		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329975	6541344	16.278611	7.951389	16:16:43N	7:57:05E	32QLD8795900042	NE32-14	L	LCTY		NG	01				N				AJARAJA	Ajaraja	Ajaraja	AJARAJA	Ajaraja	Ajaraja		2006-09-15	1,2,3,4	1			1993-09-01		
3	9210716	9278604	19.243889	7.233333	19:14:38N	7:14:00E	32QLG1430828757	NE32-01	L	AREA		NG	01				N				TEJIGUELT	Téjiguelt	Tejiguelt	TEJIGUELT	Téjiguelt	Tejiguelt		2005-06-08	1,2,3,4	1			2005-05-27		
3	6334922	6547712	16.252222	5.545556	16:15:08N	5:32:44E	31QGT7208598527	NE31-16	L	LCTY		NG	06				N				KAMARACHI	Kamarachi	Kamarachi	KAMARACHI	Kamarachi	Kamarachi		2006-11-06	1,2,3,4	1			1993-09-01		
3	6336728	6552741	19.503889	9.229444	19:30:14N	9:13:46E	32QNG2407556599	NE32-03	L	AREA		NG	01				N				IZOUZADENE	Izouzadene	Izouzadene	IZOUZADENE	Izouzadene	Izouzadene		2006-11-16	1,2,3,4	1			1993-09-01		
3	6329992	6541361	16.178611	7.111389	16:10:43N	7:06:41E	32QKC9808489620	NE32-13	L	LCTY		NG	01				N				ONFAR	Onfar	Onfar	ONFAR	Onfar	Onfar		2006-09-15	1,2,3,4	1			1993-09-01		
3	6314190	6457367	16.081667	4.828333	16:04:54N	4:49:42E	31QFT9556578834	NE31-16	L	LCTY		NG	06				N				AGANDER	Agander	Agander	AGANDER	Agander	Agander		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314177	6457353	16.426389	4.714722	16:25:35N	4:42:53E	31QFU8309016876	NE31-16	L	LCTY		NG	06				N				INTARAKMAT	I-n-Tarakmat	I-n-Tarakmat	INTARAKMAT	I-n-Tarakmat	I-n-Tarakmat		2006-06-22	1,2,3,4	1			1993-09-01		
3	6314177	6457354	16.426389	4.714722	16:25:35N	4:42:53E	31QFU8309016876	NE31-16	L	LCTY		NG	06				V				LEKGHAL	Lékghal	Lekghal	LEKGHAL	Lékghal	Lekghal		2006-06-22	1,2,3,4				1993-09-01		
3	-1086161	-1610646	18.333333	6	18:20:00N	6:00:00E	32QJF8289729678	NE32-05	L	RGN		NG	01				N				TALAK	Talak	Talak	TALAK	Talak	Talak		1997-03-07	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	6314901	6484050	16.428611	6.666111	16:25:43N	6:39:58E	32QKD5077517783	NE32-13	L	LCTY		NG	01				N				TIDEBEGEN	Tidébégen	Tidebegen	TIDEBEGEN	Tidébégen	Tidebegen		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314932	6484081	16.838889	6.701111	16:50:20N	6:42:04E	32QKD5503663156	NE32-13	L	LCTY		NG	01				N				TINAGEROUF	Ti-n-Agérouf	Ti-n-Agerouf	TINAGEROUF	Ti-n-Agérouf	Ti-n-Agerouf		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314049	6445635	17.999444	7.582222	17:59:58N	7:34:56E	32QLE4989790698	NE32-10	L	LCTY		NG	01				N				AGINDJIR	Agindjir	Agindjir	AGINDJIR	Agindjir	Agindjir		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314191	6457368	16.098056	4.855833	16:05:53N	4:51:21E	31QFT9849180673	NE31-16	L	LCTY		NG	06				N				IGARELINE	Igaréline	Igareline	IGARELINE	Igaréline	Igareline		2006-06-22	1,2,3,4	1			1993-09-01		
3	6334881	6547671	16.475278	5.984444	16:28:31N	5:59:04E	31QHU1866623864	NE31-16	L	LCTY		NG	06				N				TALABI	Talabi	Talabi	TALABI	Talabi	Talabi		2006-11-06	1,2,3,4	1			1993-09-01		
1	-1077884	-1599313	15.8353	6.4662	15:50:07N	6:27:58E	32PKC2860852356	ND32-01	L	LCTY		NG	06				V				AREITER	Areïtèr	Areiter	AREITER	Areïtèr	Areiter		2008-02-19	1,2,3,4,5				2008-02-19		
1	-1077884	-1599327	15.8353	6.4662	15:50:07N	6:27:58E	32PKC2860852356	ND32-01	L	LCTY		NG	06				N				AREYTER	Aréytèr	Areyter	AREYTER	Aréytèr	Areyter		2008-02-19	1,2,3,4,5	1			2008-02-19		
3	-1079378	-1601403	13.245911	7.273966	13:14:45N	7:16:26E	32PLV1298764976	ND32-09	L	RESF		NG	04				V				FORETCLASSEEDEDANISA	Forêt Classée de Dan Isa	Foret Classee de Dan Isa	DANISA FORETCLASSEEDE	Dan Isa, Forêt Classée de	Dan Isa, Foret Classee de		2008-02-25	1,2,3,4,5				1993-09-01		
1	-1079378	-1601405	13.245911	7.273966	13:14:45N	7:16:26E	32PLV1298764976	ND32-09	L	RESF		NG	04				V				FORETCLASSEEDEDANISSA	Forêt Classée de Dan Issa	Foret Classee de Dan Issa	DANISSA FORETCLASSEEDE	Dan Issa, Forêt Classée de	Dan Issa, Foret Classee de		2008-02-25	1,2,3,4,5				2008-02-25		
1	-1079378	10355222	13.245911	7.273966	13:14:45N	7:16:26E	32PLV1298764976	ND32-09	L	RESF		NG	04				N			Forêt Classée	FORETCLASSEEDERINIAN	Forêt Classée de Rinian	Foret Classee de Rinian	RINIAN FORETCLASSEEDE	Rinian, Forêt Classée de	Rinian, Foret Classee de		2008-02-25	1,2,3,4,5	1			2008-02-25		
1	10115404	10348361	15.046955	10.802246	15:02:49N	10:48:08E	32PPB9374064311	ND32-04	L	LCTY		NG	07				N				NGUELSOLARE	Nguèl Solaré	Nguel Solare	NGUELSOLARE	Nguèl Solaré	Nguel Solare		2008-03-12	1,2,3,4	1			2008-02-21		
1	10141390	10403242	13.592728	8.406973	13:35:34N	8:24:25E	32PMA3584602763	ND32-10	L	LCTY		NG	07				N				ZERMOU	Zermou	Zermou	ZERMOU	Zermou	Zermou		2008-04-03	1,2,3,4	1			2008-03-20		
3	10204558	10514005	13.645293	12.581469	13:38:43N	12:34:53E	33PTR3835609801	ND33-09	L	LCTY		NG	02				N				NGELKAALE	Ngel Kaalé	Ngel Kaale	NGELKAALE	Ngel Kaalé	Ngel Kaale		2008-06-09	1,2,3,4	1			2008-06-09		
3	10205438	10515248	13.411328	12.289743	13:24:41N	12:17:23E	33PTQ0648984235	ND33-09	L	LCTY		NG	02				N				NGELADERE	Ngel Adéré	Ngel Adere	NGELADERE	Ngel Adéré	Ngel Adere		2008-06-10	1,2,3,4	1			2008-06-10		
3	10207690	10518343	14.217748	12.163784	14:13:04N	12:09:50E	33PSR9389573670	ND33-05	L	LCTY		NG	02				N				NGUELKOHINE	Nguèl Kohiné	Nguel Kohine	NGUELKOHINE	Nguèl Kohiné	Nguel Kohine		2008-06-27	1,2,3,4	1			2008-06-17		
3	10205924	10515846	13.210544	12.134664	13:12:38N	12:08:05E	33PSQ8942662195	ND33-09	L	LCTY		NG	02				N				GAWARA	Gawara	Gawara	GAWARA	Gawara	Gawara		2008-06-11	1,2,3,4	1			2008-06-11		
3	10204501	10513926	13.779819	12.157309	13:46:47N	12:09:26E	33PSR9261325193	ND33-09	L	LCTY		NG	02				N				LE	Lé	Le	LE	Lé	Le		2008-06-18	1,2,3,4	1			2008-06-06		
3	-1079003	-1607374	16	16	16:00:00N	16:00:00E	33QXT0699669193	NE33-15	L	BSND		NG	00				V				BASSINDULACTCHAD	Bassin du Lac Tchad	Bassin du Lac Tchad	LACTCHAD BASSINDU	Lac Tchad, Bassin du	Lac Tchad, Bassin du		1994-04-07	1,2,3,4,5				1993-09-01		
3	-1079003	-1600930	16	16	16:00:00N	16:00:00E	33QXT0699669193	NE33-15	L	BSND		NG	00			CD	N				BASSINDULACTCHAD	Bassin du Lac Tchad	Bassin du Lac Tchad	BASSINDULACTCHAD	Bassin du Lac Tchad	Bassin du Lac Tchad		1994-04-07	1,2,3,4,5				1993-09-01		
3	-1079003	-1600929	16	16	16:00:00N	16:00:00E	33QXT0699669193	NE33-15	L	BSND		NG	00			CM	N				BASSINDULACTCHAD	Bassin du Lac Tchad	Bassin du Lac Tchad	BASSINDULACTCHAD	Bassin du Lac Tchad	Bassin du Lac Tchad		1994-04-07	1,2,3,4,5				1993-09-01		
3	-1079003	-1600928	16	16	16:00:00N	16:00:00E	33QXT0699669193	NE33-15	L	BSND		NG	00			NI	N				CHADBASIN	Chad Basin	Chad Basin	CHADBASIN	Chad Basin	Chad Basin		1994-04-07	1,2,3,4,5				1993-09-01		
3	-1079003	-1611028	16	16	16:00:00N	16:00:00E	33QXT0699669193	NE33-15	L	BSND		NG	00				V				LEBASSINDUTCHAD	Le Bassin du Tchad	Le Bassin du Tchad	TCHAD LEBASSINDU	Tchad, Le Bassin du	Tchad, Le Bassin du		1994-04-07	1,2,3,4,5				1993-09-01		
3	-1079003	-1600927	16	16	16:00:00N	16:00:00E	33QXT0699669193	NE33-15	L	BSND		NG	00				C	eng			CHADBASIN	Chad Basin	Chad Basin	CHADBASIN	Chad Basin	Chad Basin		1994-04-07	1,2,3,4,5	1			1993-09-01		
3	-1079003	-1611029	16	16	16:00:00N	16:00:00E	33QXT0699669193	NE33-15	L	BSND		NG	00				V				PAYSBASDUTCHAD	Pays Bas du Tchad	Pays Bas du Tchad	TCHAD PAYSBASDU	Tchad, Pays Bas du	Tchad, Pays Bas du		1994-04-07	1,2,3,4,5				1993-09-01		
3	-1086834	-1611710	16.526667	6.845556	16:31:36N	6:50:44E	32QKD7006028424	NE32-13	L	LCTY		NG	01				V				TINKADEWA	Tin-Kadéwa	Tin-Kadewa	TINKADEWA	Tin-Kadéwa	Tin-Kadewa		2006-06-27	1,2,3,4,5				1993-09-01		
3	-1086834	-1611709	16.526667	6.845556	16:31:36N	6:50:44E	32QKD7006028424	NE32-13	L	LCTY		NG	01				N				TINKADEOUA	Ti-n-Kadéoua	Ti-n-Kadeoua	TINKADEOUA	Ti-n-Kadéoua	Ti-n-Kadeoua		2006-06-27	1,2,3,4,5	1			1993-09-01		
3	-1084498	-1608479	21.666667	15.25	21:40:00N	15:15:00E	33QWD2586595953	NF33-11	L	AREA		NG	00				N				MEROUYA	Merouya	Merouya	MEROUYA	Merouya	Merouya		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	-1079212	-1601209	15	8.916667	15:00:00N	8:55:00E	32PMB9104158328	ND32-02	L	RGN		NG	07				N				DAMERGOU	Damergou	Damergou	DAMERGOU	Damergou	Damergou		1997-03-07	1,2,3,4,5,6,7,8,9	1			1993-09-01		
3	-1077895	-1599332	17.133889	6.636111	17:08:02N	6:38:10E	32QKD4850095896	NE32-09	L	LCTY		NG	01				V				ARHAT	Arhat	Arhat	ARHAT	Arhat	Arhat		2006-09-19	1,2,3,4,5				1993-09-01		
3	-1077895	6541654	17.133889	6.636111	17:08:02N	6:38:10E	32QKD4850095896	NE32-09	L	LCTY		NG	01				N				AGHAT	Aghat	Aghat	AGHAT	Aghat	Aghat		2006-09-19	1,2,3,4,5	1			1993-09-01		
3	-1079408	-1601439	13.233333	7.466667	13:14:00N	7:28:00E	32PLV3386263448	ND32-09	L	LCTY		NG	04				N				DANKANO	Dan Kano	Dan Kano	DANKANO	Dan Kano	Dan Kano		1993-12-18	1,2,3,4,5	1			1993-09-01		
3	6334957	6547747	16.391667	5.724444	16:23:30N	5:43:28E	31QGU9101114214	NE31-16	L	LCTY		NG	06				N				INKOUBRAR	I-n-Koubrar	I-n-Koubrar	INKOUBRAR	I-n-Koubrar	I-n-Koubrar		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334894	6547684	16.551111	5.639722	16:33:04N	5:38:23E	31QGU8172531747	NE31-16	L	LCTY		NG	06				N				AGNENI	Agnéni	Agneni	AGNENI	Agnéni	Agneni		2006-11-06	1,2,3,4	1			1993-09-01		
3	6314210	6457387	16.823333	4.113333	16:49:24N	4:06:48E	31QFU1862360345	NE31-15	L	LCTY		NG	06				N				INGUERSAMA	I-n-Guersama	I-n-Guersama	INGUERSAMA	I-n-Guersama	I-n-Guersama		2006-06-22	1,2,3,4	1			1993-09-01		
3	6334850	6547640	16.855556	5.636111	16:51:20N	5:38:10E	31QGU8089365451	NE31-16	L	LCTY		NG	06				N				INAGADGAD	I-n-Agadgad	I-n-Agadgad	INAGADGAD	I-n-Agadgad	I-n-Agadgad		2006-11-06	1,2,3,4	1			1993-09-01		
3	6330193	6541616	17.244444	6.381111	17:14:40N	6:22:52E	32QKE2152008485	NE32-09	L	AREA		NG	01				N				SEBHERENNIDEN	Sébhéré N Niden	Sebhere N Niden	SEBHERENNIDEN	Sébhéré N Niden	Sebhere N Niden		2006-09-19	1,2,3,4	1			1993-09-01		
3	6334942	6547732	16.564444	5.484722	16:33:52N	5:29:05E	31QGU6515533013	NE31-16	L	LCTY		NG	06				N				NTALAGH	N-Talagh	N-Talagh	NTALAGH	N-Talagh	N-Talagh		2006-11-06	1,2,3,4	1			1993-09-01		
